id,RELEASETIME,FULLTIME,REPAYTIME,ITEM_NAME,ITEM_AMOUNT,ITEM_STATUS,ITEM_INTRODUCTION,LIFE_LOAN,MONEY_RATE,LOAN_TYPE,LOAN_USE,BONDING_COMPANY,DEADLINE,REPAYTYPE,BORROWER_NAME,BORROWER_SEX,BORROWER_AGE,BORROWER_EDUCATION,BORROWER_MARRIAGE,BORROWER_INDUSTRY,BORROWER_CITY,BORROWER_INCOME,BORROWER_HOUSE,BORROWER_CAR,REWARD
"83075",\N,\N,\N,"扩大厂房，需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","n5cvbc",\N,\N,"高中及以下","已婚",\N,"成都市温江区","30001-50000",\N,"有",\N
"83076",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于辽宁省鞍山市，因公司扩大经营，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","szfcvs",\N,\N,"专科","已婚",\N,"辽宁省鞍山市","10001-30000",\N,"有",\N
"83077",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于福建省龙海市，因公司扩大经营，需资金临时周转一下，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","y123bnm",\N,\N,"专科","已婚",\N,"福建省龙海市","10001-30000",\N,"有",\N
"83078",\N,\N,\N,"装修房子需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","cghhgtr6",\N,\N,"研究生","已婚",\N,"吉林省长春市双阳区","30001-50000",\N,"有",\N
"83079",\N,\N,\N,"店面装修，急需资金周转",\N,\N,"款详情：本人位于山西省孝义市，因店面扩大装修，需要资金周转，望大家多多支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","vbnb34",\N,\N,"本科","已婚",\N,"山西省孝义市","10001-30000",\N,"有",\N
"83080",\N,\N,\N,"房子装修 需要资金周转",\N,\N,"本人位于河南省宜阳县，因房子需要装修，需要资金周转望大家支持一下。","15天",\N,\N,\N,\N,\N,"到期还本付息","byjywater",\N,\N,"本科","已婚",\N,"河南省宜阳县","10001-30000",\N,"有",\N
"83081",\N,\N,\N,"农场增加设备需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","zxdhosif0",\N,\N,"专科","已婚",\N,"吉林省松原市","30001-50000",\N,"有",\N
"83082",\N,\N,\N,"生意周转    需要资金支持
                    普通标","56480.000000",\N,\N,"12个月",\N,"16.000000",\N,\N,\N,"按月付息到期还本","hengda",\N,"49.000000","专科","已婚",\N,"安徽省合肥市","10001-30000",\N,"有",\N
"83083",\N,\N,\N,"因扩发规模，资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","cgytr7",\N,\N,"本科","未婚",\N,"重庆市渝北区","50000以上",\N,"有",\N
"83084",\N,\N,\N,"采购货物需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","wedsacs",\N,\N,"本科","已婚",\N,"吉林省长春市","50000以上",\N,"有",\N
"83085",\N,\N,\N,"项目经营，需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","xdxhxc56",\N,\N,"研究生","已婚",\N,"陕西省咸阳市","30001-50000",\N,"有",\N
"83086",\N,\N,\N,"房屋装修 需资金周转",\N,\N,"本人位于江西省丰城市，因房屋装修，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","cghj89n",\N,\N,"专科","已婚",\N,"江西省丰城市","10001-30000",\N,"有",\N
"83087",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于福建省泉州市，因公司扩大经营，需要资金周转。","15天",\N,\N,\N,\N,\N,"到期还本付息","fygv67",\N,\N,"高中及以下","已婚",\N,"福建省泉州市","30001-50000",\N,"有",\N
"83088",\N,\N,\N,"扩大经营 需要资金周转",\N,\N,"本人位于广西南丹县，因公司扩大经营，需资金临时周转一下，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","t8bhk",\N,\N,"高中及以下","已婚",\N,"广西南丹县","30001-50000",\N,"有",\N
"83089",\N,\N,\N,"装修饭店，急需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","guygu73",\N,\N,"本科","已婚",\N,"福建省厦门市","30001-50000",\N,"有",\N
"83090",\N,\N,\N,"个人购车需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","vhujjyt87",\N,\N,"专科","已婚",\N,"广西省柳州市","8001-10000",\N,\N,\N
"83091",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","sbedfyu6",\N,\N,"本科","已婚",\N,"河北省唐山市","30001-50000",\N,"有",\N
"83092",\N,\N,\N,"房子装修需要资金周转",\N,\N,"本人位于山东省新泰市，因老家房屋装修，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","awdewfc",\N,\N,"本科","已婚",\N,"山东省新泰市","10001-30000",\N,"有",\N
"83093",\N,\N,\N,"公司经营   需要资金周转
                    普通标","56480.000000",\N,\N,"12个月",\N,"16.000000",\N,\N,\N,"按月付息到期还本","daidaoxia70",\N,"49.000000","高中及以下","已婚",\N,"广西省南宁市江南区","10001-30000",\N,\N,\N
"83094",\N,\N,\N,"公司经营 需要资金周转",\N,\N,"本人位于湖北省蕲春县，因公司经营，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","gdboen",\N,\N,"高中及以下","已婚",\N,"湖北省蕲春县","10001-30000",\N,"有",\N
"83095",\N,\N,\N,"购房，急需资金周转",\N,\N,"本人位于吉林省抚松县，因为儿子结婚购置新房，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","dtrtt45",\N,\N,"高中及以下","已婚",\N,"辽宁省辽中县","10001-30000",\N,"有",\N
"83096",\N,\N,\N,"项目运作需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","swqweq23",\N,\N,"专科","已婚",\N,"山西省祁县","8001-10000",\N,"有",\N
"83097",\N,\N,\N,"扩大经营需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","sdw34r5fx",\N,\N,"本科","已婚",\N,"甘肃省兰州市","8001-10000",\N,\N,\N
"83098",\N,\N,\N,"个体经营，资金周转",\N,\N,"本人位于贵州省桐梓县，自己经营了一家五金店，因要进一批新货，需要资金周转。","15天",\N,\N,\N,\N,\N,"到期还本付息","zholnk",\N,\N,"高中及以下","已婚",\N,"贵州省桐梓县","30001-50000",\N,"有",\N
"83099",\N,\N,\N,"房屋装修 需要资金周转",\N,\N,"本人位于吉林省吉林市，因房子装修，需要资金周转，望大家支持。","15天",\N,\N,\N,\N,\N,"到期还本付息","bmjbjuiu",\N,\N,"专科","已婚",\N,"吉林省吉林市","30001-50000",\N,"有",\N
"83100",\N,\N,\N,"新房装修，需要资金周转 
                    普通标","56480.000000",\N,\N,"3个月",\N,"10.000000",\N,\N,\N,"按月付息到期还本","xieshengyao",\N,"50.000000","高中及以下","已婚",\N,"山东省济南市","10001-30000",\N,"有",\N
"83101",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","md11",\N,\N,"本科","已婚",\N,"山东省青岛市","30001-50000",\N,"有",\N
"83102",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","penny",\N,\N,"高中及以下","已婚",\N,"福建厦门","10001-30000",\N,"有",\N
"83103",\N,\N,\N,"扩大经营 需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","bkdian",\N,\N,"本科","已婚",\N,"河南郑州市金水市","30001-50000",\N,"有",\N
"83104",\N,\N,\N,"工程采购急需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","vtdr65r",\N,\N,"高中及以下","已婚",\N,"山西太原","30001-50000",\N,"有",\N
"83105",\N,\N,\N,"因购房，需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","fushengsy",\N,\N,"本科","已婚",\N,"山东省聊城市","10001-30000",\N,"有",\N
"83106",\N,\N,\N,"公司经营，需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","zcbhyy",\N,\N,"专科","已婚",\N,"河南省巩义县","30001-50000",\N,"有",\N
"83107",\N,\N,\N,"工程进货需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","vby7f87b",\N,\N,"高中及以下","已婚",\N,"山西省太原市","30001-50000",\N,"有",\N
"83108",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","dgrtghn",\N,\N,"专科","已婚",\N,"甘肃省兰州市","8001-10000",\N,\N,\N
"83109",\N,\N,\N,"装修房子   需要资金周转
                    普通标","56480.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","yao1986ok",\N,"27.000000","本科","已婚",\N,"贵州省贵阳市","8001-10000",\N,"有",\N
"83110",\N,\N,\N,"公司经营 需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","yzpys",\N,\N,"专科","已婚",\N,"四川省大竹县","10001-30000",\N,"有",\N
"83111",\N,\N,\N,"因购进原材料 需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","bkfra",\N,\N,"高中及以下","已婚",\N,"山东青岛","10001-30000",\N,"有",\N
"83112",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","Mr04hr",\N,\N,"高中及以下","已婚",\N,"云南昆明","5001-8000",\N,"有",\N
"83113",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","4Qil08",\N,\N,"本科","已婚",\N,"河北唐山","5001-8000",\N,"有",\N
"83114",\N,\N,\N,"项目投资需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","3n7eo0",\N,\N,"本科","已婚",\N,"山东聊城","8001-10000",\N,"有",\N
"83115",\N,\N,\N,"做生意需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","35UAes",\N,\N,"高中及以下","已婚",\N,"广西横县","5001-8000",\N,"有",\N
"83116",\N,\N,\N,"项目运作需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","V8Wkk3",\N,\N,"高中及以下","已婚",\N,"河南洛阳","8001-10000",\N,"有",\N
"83117",\N,\N,\N,"扩大经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","YRkdiv",\N,\N,"本科","已婚",\N,"吉林公主岭","8001-10000",\N,"有",\N
"83118",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","W64gGn",\N,\N,"专科","已婚",\N,"河南平顶山","8001-10000",\N,"有",\N
"83119",\N,\N,\N,"生意周转    需要资金支持
                    普通标","42360.000000",\N,\N,"6个月",\N,"13.000000",\N,\N,\N,"按月付息到期还本","beyyyy",\N,"34.000000","专科","已婚",\N,"重庆市九龙坡区","8001-10000",\N,"有",\N
"83120",\N,\N,\N,"投资经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","pM45vL",\N,\N,"本科","已婚",\N,"辽宁大连","8001-10000",\N,"有",\N
"83121",\N,\N,\N,"做生意需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","2FO6I0",\N,\N,"高中及以下","已婚",\N,"河北张家口","5001-8000",\N,"有",\N
"83122",\N,\N,\N,"日常生活消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","th4vE7",\N,\N,"专科","已婚",\N,"山东苍山","8001-10000",\N,"有",\N
"83123",\N,\N,\N,"扩大经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","PF8X5i",\N,\N,"高中及以下","已婚",\N,"山东淄博","5001-8000",\N,"有",\N
"83124",\N,\N,\N,"项目运作需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","7S1HVn",\N,\N,"专科","已婚",\N,"广西柳州","5001-8000",\N,"有",\N
"83125",\N,\N,\N,"设备采购需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","06RVm1",\N,\N,"高中及以下","已婚",\N,"江苏南京","5001-8000",\N,"有",\N
"83126",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","u8I5G3",\N,\N,"专科","已婚",\N,"四川乐山","8001-10000",\N,"有",\N
"83127",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","Y20sj0",\N,\N,"本科","已婚",\N,"云南临沧","5001-8000",\N,"有",\N
"83128",\N,\N,\N,"购进木材需要资金周转
                    普通标",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","p2l6x7",\N,\N,"本科","已婚",\N,"广西岑溪","5001-8000",\N,"有",\N
"83129",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","d6HGhX",\N,\N,"本科","已婚",\N,"河南鲁山","5001-8000",\N,"有",\N
"83130",\N,\N,\N,"装修房子   需要资金周转
                    普通标","49420.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","hellobetty",\N,"45.000000","高中及以下","已婚",\N,"河南郑州","4001-5000",\N,\N,\N
"83131",\N,\N,\N,"购买家具需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","wi8eS1",\N,\N,"本科","已婚",\N,"河南新安","5001-8000",\N,"有",\N
"83132",\N,\N,\N,"项目运作需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","64njt6",\N,\N,"高中及以下","已婚",\N,"江苏常州","8001-10000",\N,"有",\N
"83133",\N,\N,\N,"设备维修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","45842L",\N,\N,"高中及以下","已婚",\N,"辽宁瓦房店","5001-8000",\N,"有",\N
"83134",\N,\N,\N,"购车需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","W2K873",\N,\N,"专科","已婚",\N,"湖南株洲","5001-8000",\N,\N,\N
"83135",\N,\N,\N,"项目运作需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","vRXbd8",\N,\N,"本科","已婚",\N,"河南郑州","5001-8000",\N,"有",\N
"83136",\N,\N,\N,"扩大经营   需要资金周转
                    普通标","56480.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","ljm054656",\N,"36.000000","专科","已婚",\N,"山东省青岛市","8001-10000",\N,"有",\N
"83137",\N,\N,\N,"扩大经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","67Vg6F",\N,\N,"本科","已婚",\N,"吉林扶余","5001-8000",\N,"有",\N
"83138",\N,\N,\N,"项目投资需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","gjw71s",\N,\N,"本科","已婚",\N,"吉林通化","5001-8000",\N,"有",\N
"83139",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","7rQ418",\N,\N,"高中及以下","已婚",\N,"福建福州","5001-8000",\N,"有",\N
"83140",\N,\N,\N,"设备采购需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","7lwgsx",\N,\N,"高中及以下","已婚",\N,"福建福州","5001-8000",\N,"有",\N
"83141",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","372dKk",\N,\N,"专科","已婚",\N,"福建罗源","5001-8000",\N,"有",\N
"83142",\N,\N,\N,"日常生活消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","U2HR33",\N,\N,"本科","已婚",\N,"云南昆明","5001-8000",\N,"有",\N
"83143",\N,\N,\N,"装修房子需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","27ioA8",\N,\N,"本科","已婚",\N,"河北邯郸","5001-8000",\N,"有",\N
"83144",\N,\N,\N,"买车需要资金周转
                    					优选理财",\N,\N,\N,"6个月",\N,\N,\N,\N,\N,"按月付息到期还本","483ARW",\N,\N,"高中及以下","已婚",\N,"辽宁抚顺","8001-10000",\N,\N,\N
"83145",\N,\N,\N,"扩大经营   需要资金周转
                    普通标","70600.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","bkdian",\N,"32.000000","本科","已婚",\N,"河南郑州市金水市","30001-50000",\N,"有",\N
"83146",\N,\N,\N,"项目运作需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","4WYLIP",\N,\N,"本科","已婚",\N,"湖北武汉","5001-8000",\N,"有",\N
"83147",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","2mk317",\N,\N,"本科","已婚",\N,"吉林松原","5001-8000",\N,"有",\N
"83148",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","BN0Q6u",\N,\N,"专科","已婚",\N,"辽宁大连","5001-8000",\N,"有",\N
"83149",\N,\N,\N,"扩大经营，需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","familiar",\N,\N,"本科","已婚",\N,"安徽省芜湖市","30001-50000",\N,"有",\N
"83150",\N,\N,\N,"扩大经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","4T0w38",\N,\N,"本科","已婚",\N,"吉林永吉","5001-8000",\N,"有",\N
"83151",\N,\N,\N,"开店需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","1QWC81",\N,\N,"专科","已婚",\N,"河北唐山","5001-8000",\N,"有",\N
"83152",\N,\N,\N,"生活消费    需要资金周转
                    普通标","56480.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","sjxxlgf",\N,"30.000000","本科","已婚",\N,"吉林长春宽城县","10001-30000",\N,"有",\N
"83153",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","f7A5YG",\N,\N,"本科","已婚",\N,"吉林吉林","5001-8000",\N,"有",\N
"83154",\N,\N,\N,"购车需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","13lgIS",\N,\N,"本科","未婚",\N,"贵州铜仁","5001-8000",\N,\N,\N
"83155",\N,\N,\N,"开店需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","l00nd5",\N,\N,"专科","已婚",\N,"安徽蚌埠","5001-8000",\N,"有",\N
"83156",\N,\N,\N,"进货需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","rcJG6F",\N,\N,"专科","已婚",\N,"吉林安图","5001-8000",\N,"有",\N
"83157",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"3个月",\N,\N,\N,\N,\N,"按月付息到期还本","4P3c72",\N,\N,"本科","已婚",\N,"辽宁抚顺","5001-8000",\N,"有",\N
"83158",\N,\N,\N,"生意周转    需要资金支持
                    普通标","42360.000000",\N,\N,"12个月",\N,"16.000000",\N,\N,\N,"按月付息到期还本","soby",\N,"35.000000","专科","已婚",\N,"山东省甄城县","10001-30000",\N,"有",\N
"83159",\N,\N,\N,"装修需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","UI7Y8r",\N,\N,"本科","已婚",\N,"贵州兴仁","5001-8000",\N,"有",\N
"83160",\N,\N,\N,"日常消费需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","usKq30",\N,\N,"本科","已婚",\N,"陕西铜川","5001-8000",\N,"有",\N
"83161",\N,\N,\N,"老房装修改造
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","jiayanj",\N,\N,"本科","已婚",\N,"西安市碑林区","5001-8000",\N,"有",\N
"83162",\N,\N,\N,"购房需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","yanbin",\N,\N,"本科","已婚",\N,"湖南省株洲市","8001-10000",\N,"有",\N
"83163",\N,\N,\N,"生意经营需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","sunyanbbb",\N,\N,"高中及以下","已婚",\N,"长春市朝阳区","30001-50000",\N,"有",\N
"83164",\N,\N,\N,"企业备货需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","wangyunb",\N,\N,"专科","已婚",\N,"安徽省合肥市","10001-30000",\N,"有",\N
"83165",\N,\N,\N,"新房装修需资金
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","wangchaop",\N,\N,"本科","已婚",\N,"贵州省三穗县","8001-10000",\N,"有",\N
"83166",\N,\N,\N,"全款购房需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","zhaoy58",\N,\N,"高中及以下","已婚",\N,"河南省沈丘县","8001-10000",\N,"有",\N
"83167",\N,\N,\N,"装修购置家具
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","jianguim",\N,\N,"高中及以下","已婚",\N,"贵州省贵阳市","8001-10000",\N,"有",\N
"83168",\N,\N,\N,"生意周转， 需要资金支持
                    普通标","42360.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","lxp200303",\N,"54.000000","高中及以下","已婚",\N,"南京市西苑区","8001-10000",\N,"有",\N
"83169",\N,\N,\N,"商品房装修
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","zhaojiqun",\N,\N,"本科","已婚",\N,"贵州省安顺市","8001-10000",\N,"有",\N
"83170",\N,\N,\N,"婚房装修需资金
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","shangwixi",\N,\N,"本科","已婚",\N,"宁夏石嘴山市","8001-10000",\N,"有",\N
"83171",\N,\N,\N,"建厂房扩大经营
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","wangjianr",\N,\N,"专科","已婚",\N,"河北省沧州市","10001-30000",\N,"有",\N
"83172",\N,\N,\N,"购房需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","qinjin58",\N,\N,"本科","已婚",\N,"南京市建邺区","8001-10000",\N,"有",\N
"83173",\N,\N,\N,"购原料需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","qiguoshun",\N,\N,"专科","已婚",\N,"河南省林州市","10001-30000",\N,"有",\N
"83174",\N,\N,\N,"企业经营需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","xuxiangy",\N,\N,"本科","已婚",\N,"浙江省东阳市","10001-30000",\N,"有",\N
"83175",\N,\N,\N,"婚房装修需资金
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","yanqiyji",\N,\N,"专科","已婚",\N,"贵州省安顺市","5001-8000",\N,"有",\N
"83176",\N,\N,\N,"个体生意进货
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","tanjijij",\N,\N,"高中及以下","已婚",\N,"四川省双流县","10001-30000",\N,"有",\N
"83177",\N,\N,\N,"进货扩大经营
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","zhengminz",\N,\N,"高中及以下","已婚",\N,"福建省安溪县","10001-30000",\N,"有",\N
"83178",\N,\N,\N,"储备原材料
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","hanzhonghui",\N,\N,"高中及以下","已婚",\N,"青海省遵化县","10001-30000",\N,"有",\N
"83179",\N,\N,\N,"生意周转    需要资金支持
                    普通标","56480.000000",\N,\N,"1个月",\N,"8.000000",\N,\N,\N,"按月付息到期还本","leolove",\N,"35.000000","高中及以下","已婚",\N,"南京市江宁开发区","10001-30000",\N,"有",\N
"83180",\N,\N,\N,"购家具需资金
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","zhangshany",\N,\N,"本科","已婚",\N,"山东省微山县","8001-10000",\N,"有",\N
"83181",\N,\N,\N,"生意周转需资金
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","gongshimo",\N,\N,"高中及以下","已婚",\N,"河南省洛宁县","10001-30000",\N,"有",\N
"83182",\N,\N,\N,"购车需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","wangxiah",\N,\N,"专科","已婚",\N,"山东省邹城市","5001-8000",\N,"有",\N
"83183",\N,\N,\N,"扩大经营需要资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","dengdegui",\N,\N,"高中及以下","已婚",\N,"安徽省来安县","10001-30000",\N,"有",\N
"83184",\N,\N,\N,"备货需资金周转
                    普通标",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","lichunxi",\N,\N,"专科","已婚",\N,"吉林省吉林市","10001-30000",\N,"有",\N
"83185",\N,\N,\N,"生意扩大经营
                    普通标",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"按月付息到期还本","yuyanb",\N,\N,"高中及以下","已婚",\N,"辽宁省瓦房店市","10001-30000",\N,"有",\N
"83186",\N,\N,\N,"购大宗商品需资金周转
                    					优选理财",\N,\N,\N,"1个月",\N,\N,\N,\N,\N,"到期还本付息","lingjianghui",\N,\N,"本科","已婚",\N,"福建省晋江市","10001-30000",\N,"有",\N
"83187",\N,\N,\N,"房子装修    需要资金周转
                    普通标","42360.000000",\N,\N,"6个月",\N,"13.000000",\N,\N,\N,"按月付息到期还本","leoloveyouyou",\N,"29.000000","本科","已婚",\N,"南京市下关区","8001-10000",\N,"有",\N
